Dist|GV|Vcmb
69.18|4853|5319
87.5|6160|6626
138.68|9634|10101
121.9|7611|7827
15|1181|1618
63.39|4520|4977
115.88|6238|6488
93.76|6814|7276
112.72|7080|7455
63.97|4667|5132
5.42|611|1066
101.86|7165|7244
80.17|4686|5152
100.93|6687|6946
37.33|2748|3214
3.15|555|1000
53.46|3917|4340
52.48|2900|3253
91.62|6392|6641
41.69|2999|3438
134.9|9500|9965
57.81|5514|5767
211.84|18155|18495
112.72|8834|8887
93.76|5985|6224
33.57|2399|2859
95.06|6928|7178
3.72|373|810
112.72|9014|9067
112.72|8961|9014
46.99|2929|3379
112.72|8936|8988
40.55|2551|2799
4.41|367|544
95.5|6947|7331
72.78|4862|5051
78.34|4872|5103
74.13|7067|7301
4.83|174|113
42.07|4771|5010
91.2|6292|6533
112.72|8870|8921
77.27|5336|5546
55.98|6352|6617
25.59|2468|2925
145.21|10150|10351
4.57|302|406
32.06|1512|1966
57.81|3357|3518
4.72|109|-40
110.66|7140|7404
44.67|2614|2902
22.39|1582|2004
90.78|5870|6111
85.11|6010|6251
16.75|1273|1732
169.82|10799|11243
151.36|10504|10953
25.94|1643|2067
121.9|7251|7651
85.9|7378|7719
36.14|2785|3240
79.07|7123|7362
37.15|2919|3359
14.93|850|1048
66.99|5310|5519
26.3|1969|2426
123.59|6956|7408
47.21|3696|3997
3.75|214|651
136.14|11429|11875
29.92|2821|3273
95.5|6781|7202
143.22|8648|8986
83.18|6394|6622
17.95|993|1168
52.48|3328|3668
85.51|7086|7315
74.82|7294|7523
82.41|4734|5176
46.34|1960|2415
100|8791|8886
8.09|1192|1373
42.46|2613|2885
50.12|2188|2183
219.79|8621|8955
130.62|6154|6397
34.51|2996|3440
19.23|862|1046
6.69|484|606
31.48|2634|3077
77.27|6373|6584
42.85|2947|3390
19.86|2215|2668
77.27|6107|6322
33.88|2712|3158
33.11|2625|3071
3.75|602|1041
3.73|467|909
11.8|1119|1463
93.33|6019|6463
4.25|248|351
162.18|10164|10514
123.59|6435|6673
19.05|925|1101
37.5|2876|3321
100.46|6774|7086
72.78|4827|5274
69.5|5261|5671
127.64|10587|11036
74.82|6071|6289
132.43|7687|8012
4.25|275|380
33.27|2377|2560
96.38|6456|6831
32.21|2572|3009
102.8|6504|6742
13.61|1250|1697
4.41|354|445
9.04|571|704
21.88|957|1207
93.76|6994|7177
120.23|9071|9394
66.99|5628|5840
99.54|5587|5981
25.59|1766|2213
18.2|1621|2056
85.9|5706|6100
36.81|2512|2946
81.28|6181|6539
67.3|5587|5797
20.32|1706|2151
124.17|8326|8773
33.88|2156|2604
25.23|1885|2332
22.59|1817|2258
18.37|1338|1468
160.69|11015|11338
99.08|9521|9964
46.56|2800|3227
109.14|6686|6912
30.2|2631|3059
98.17|8088|8529
102.8|6681|6992
27.29|1586|2031
31.19|2133|2555
61.38|2176|2389
13.24|1495|1934
28.44|2663|3090
13.06|1295|1738
193.2|11927|12279
19.14|1324|1745
79.8|6806|7244
129.42|8792|9236
33.73|1986|2428
125.89|11849|12282
74.13|4983|5415
23.01|1953|2391
187.93|15949|15950
53.46|5118|5322
131.22|7633|8075
75.16|5495|5872
141.91|10316|10703
206.06|11358|11678
214.78|11442|11762
79.07|4909|5112
112.2|6993|7302
3.96|563|992
31.92|2796|3216
16.07|1033|1183
3.74|303|743
3.84|-174|259
44.06|2914|3145
38.9|2422|2643
42.46|2825|3079
84.33|7286|7595
28.44|2122|2561
112.72|9285|9724
98.63|7225|7535
60.81|4117|4557
161.44|12737|13176
86.7|7220|7649
136.14|9660|10098
91.62|6408|6717
97.27|6898|7228
95.5|7409|7845
82.79|7190|7520
67.61|5018|5217
125.31|7230|7520
206.06|14558|14759
47.64|2540|2971
4.76|339|778
107.15|10330|10767
14.32|1845|2274
245.47|14123|14560
162.18|15115|15552
92.47|7243|7678
47.42|5090|5518
103.75|7483|7921
6.49|1645|2075
160.69|11611|12046
200.45|11804|12121
3.66|378|808
134.28|9815|10249
17.95|1270|1706
176.2|10702|11138
210.86|13180|13616
147.23|9893|10330
94.19|10020|10456
35.65|2269|2706
116.41|9895|10330
161.44|10697|11132
117.49|10377|10812
85.51|5982|6390
5.18|271|707
145.88|15023|15459
87.5|5321|5511
31.92|1749|2185
111.69|10037|10472
103.28|9321|9756
12.94|1276|1708
88.72|5978|6241
222.84|14139|14574
143.88|7104|7399
173.78|12710|13145
3.78|344|773
150.66|14162|14597
162.93|13077|13511
209.89|13434|13868
215.77|15304|15738
178.65|10545|10977
147.23|13918|14352
80.54|6263|6618
229.09|12361|12793
84.33|5880|6287
98.63|7343|7541
60.81|4239|4673
37.5|2797|2879
157.04|8859|9291
231.21|15498|15932
70.79|6010|6441
187.93|15506|15939
255.86|15790|16223
20.99|2236|2668
60.81|4024|4306
155.6|15031|15464
165.2|10462|10892
61.66|3454|3886
102.33|6808|7123
172.98|15280|15713
4.76|326|321
95.94|6414|6734
24.1|1386|1805
7.31|567|645
90.78|6726|7040
125.31|7360|7662
35.97|1901|1865
65.46|3923|4294
46.99|4101|4499
43.25|3325|3755
76.21|4338|4767
2.64|176|196
111.69|7162|7585
70.47|4125|4536
121.9|6277|6591
153.46|10832|11261
26.92|2274|2703
35.32|3582|4011
49.66|4925|5347
104.23|7605|8030
119.12|7638|7933
34.04|2096|2383
188.8|11832|12258
67.61|4203|4575
103.75|7098|7414
50.35|5234|5588
3.21|405|816
96.83|5591|5736
13.93|1200|1518
50.12|4287|4559
4.15|655|1070
4.51|338|379
45.71|3229|3194
92.9|7042|7357
75.51|4226|4650
100|6624|7046
41.11|2464|2765
95.5|6948|7372
95.94|7056|7480
119.12|7517|7687
35.65|2461|2880
211.84|12628|12921
43.45|2294|2449
89.54|6543|6869
30.2|1716|1768
131.22|7636|7780
110.66|7531|7700
112.2|6936|7254
5.42|432|854
100|6586|7006
176.2|11739|12148
4.66|367|788
51.52|3054|3233
27.8|2346|2755
42.27|3628|4049
13|1124|1437
3.33|193|608
65.16|3936|4356
31.62|2369|2786
140.6|8025|8286
252.35|17001|17300
200.45|10775|11068
81.28|5638|6049
94.19|7054|7334
134.28|9285|9699
100.93|6814|7105
4.29|302|523
133.66|7540|7959
32.36|2523|2600
116.41|6879|7290
148.59|11968|12386
30.06|2222|2610
66.68|5639|6049
3.12|282|395
3.55|264|682
59.43|5011|5425
4.35|441|857
35.32|2141|2156
95.94|6408|6783
51.52|2850|2769
171.4|14204|14491
275.42|13582|13863
105.2|7158|7438
4.45|339|754
126.47|11112|11521
88.31|5503|5760
3.68|-168|238
16.6|1149|1295
69.18|4238|4652
25.35|2329|2296
134.28|13356|13540
172.19|12713|12988
133.66|12624|12808
134.28|13217|13402
124.17|10926|11109
133.66|12178|12359
127.06|10004|10415
48.98|3952|4364
149.28|12295|12575
45.29|2504|2650
3.4|384|792
46.34|2611|2713
172.19|9007|9228
135.52|11052|11461
34.36|2669|2769
73.11|4267|4676
133.05|8525|8581
96.38|7147|7288
145.88|8176|8403
154.88|10793|11089
113.24|8222|8449
21.58|1606|1674
143.22|11209|11617
90.78|5056|5464
90.78|6958|7191
131.22|10680|10963
26.18|2152|2114
52.48|5021|5172
144.54|11249|11654
69.82|4396|4802
51.29|3761|4167
85.11|7919|8168
27.93|2413|2519
40.74|1938|1849
18.45|1134|1452
30.9|2425|2509
51.29|4948|5352
111.69|7515|7875
63.39|4380|4784
185.35|13758|14163
30.06|2775|3168
31.92|1938|1903
3.19|181|586
50.12|4096|4500
51.29|2645|2751
114.29|8811|9013
112.2|7239|7633
62.52|3640|4043
35.65|2696|2792
109.65|7833|8076
114.29|8819|9021
66.99|4701|5101
14.66|928|1331
34.2|5271|5672
116.95|9224|9424
127.64|8204|8244
3.28|269|386
90.36|6161|6426
15.28|1249|1651
113.24|7011|7274
62.81|4405|4805
114.29|8840|9040
114.29|8877|9077
104.71|6833|7094
48.08|4571|4970
100.46|8393|8607
34.36|1492|1892
114.29|9105|9306
114.29|8662|8861
48.31|4641|5039
38.19|2378|2497
58.88|4316|4633
90.36|7124|7523
115.35|8606|8828
35.65|2590|2695
79.43|5041|5346
62.52|3589|3703
26.3|2412|2511
12.76|781|1084
199.53|11304|11577
54.2|3693|3808
155.6|10368|10753
108.64|10961|11359
62.81|4637|4948
87.5|5404|5798
71.45|4616|4923
73.79|6841|7123
16.67|1425|1727
74.13|4263|4605
203.24|8381|8596
169.82|12541|12796
7.24|265|269
3.2|297|424
27.67|2259|2349
28.18|1362|1662
114.29|8771|8966
170.61|11784|12180
36.64|2214|2179
114.82|9381|9576
114.29|8769|8963
12.88|1748|1711
23.88|3625|4021
80.17|7342|7668
44.46|4739|5133
121.9|6864|7122
151.36|8410|8606
92.9|10906|11292
114.29|8724|8916
24.66|1905|1953
71.78|4899|5173
94.19|4236|4630
111.69|8278|8499
111.69|6867|7137
4.49|363|757
149.97|8965|9161
68.55|5387|5777
146.55|8655|8841
35.81|4125|4518
34.36|2545|2935
100|10879|11270
143.22|8480|8689
180.3|10815|11205
54.95|3833|4082
71.12|5194|5484
78.34|4153|4544
45.5|2642|2828
93.76|7253|7512
120.23|7178|7484
48.08|2886|3092
138.04|9262|9635
57.28|4174|4465
73.11|3731|3857
115.35|11001|11170
52|3849|3939
162.18|9643|10019
33.88|2745|3126
56.75|4091|4364
58.61|4287|4676
81.28|5784|6056
54.95|2041|2429
71.78|4561|4835
93.76|6186|6567
157.04|10912|11290
44.87|3100|3061
50.12|3564|3868
47.42|3310|3698
31.92|2185|2219
72.78|4010|4397
87.9|7096|7375
121.34|6855|7121
60.81|6200|6581
6.58|1085|1472
85.9|6246|6515
136.14|10895|11270
71.45|4271|4537
123.03|8917|9284
79.43|6230|6498
29.92|1935|1918
97.27|4870|5144
41.88|4547|4823
47.86|4005|4273
110.66|7119|7338
70.47|5854|6122
78.7|5921|6188
81.66|5861|6131
32.66|2135|2163
73.45|5979|6246
57.28|3769|3890
74.13|4684|4847
6.95|366|358
59.7|4563|4947
85.11|6998|7381
35.65|2221|2169
5.32|356|739
78.7|5635|5901
114.29|7362|7640
52|3234|3578
54.7|4021|4405
62.81|3664|4047
84.72|6939|7203
107.65|7049|7313
107.65|6922|7155
87.1|5276|5511
34.83|3249|3591
142.56|7241|7493
57.81|5937|6314
124.17|7429|7707
162.93|7465|7711
157.76|9974|10148
105.68|8011|8136
57.02|3719|4101
116.41|7222|7461
21.88|1226|1492
100.93|7394|7702
6.98|383|378
116.95|6412|6643
17.95|1639|2020
56.49|4191|4438
6.76|445|434
64.57|4774|5023
56.75|4311|4691
177.83|11155|11360
94.19|6831|7204
85.51|6610|6854
43.65|2790|3113
20.7|2359|2552
103.75|7202|7462
259.42|18038|18282
114.29|6865|7118
194.09|10243|10116
26.67|2036|2019
87.5|7182|7555
105.68|6403|6775
118.58|7068|7325
125.31|7620|7991
33.73|4008|4384
174.58|11061|11393
126.47|7953|8188
70.47|5932|6200
83.95|5737|5981
120.78|10040|10416
69.5|4656|5029
130.62|10676|10797
27.42|2133|2154
114.29|8187|8557
105.2|7230|7482
69.18|4880|5092
57.81|5114|5322
31.77|1958|1944
128.82|8392|8634
37.5|2119|2143
28.05|1522|1827
98.63|7859|8082
103.28|5873|6139
89.13|7239|7481
92.04|6428|6791
60.26|4766|4977
146.55|11329|11702
114.29|6804|7173
20.04|1506|1803
154.88|9784|10029
75.86|7227|7480
89.13|4430|4568
42.27|1999|2007
86.7|6263|6628
156.31|11374|11611
90.36|5364|5517
111.69|7200|7450
38.55|2842|3209
32.51|2187|2146
131.83|11541|11908
98.63|7446|7701
64.57|4594|4810
20.99|1098|1258
73.11|4994|5215
26.3|1722|2088
8.87|464|426
85.51|5377|5590
64.57|4533|4881
59.98|6201|6556
2.27|198|370
101.86|8596|8705
44.26|3932|4030
89.54|6319|6667
161.44|11632|11794
70.79|4658|4828
182.81|12906|13002
110.66|7433|7655
60.81|4570|4898
44.46|2637|2997
139.96|6937|7291
87.9|7627|7982
65.16|7767|8044
149.97|10929|11077
12.3|1046|1408
80.54|6679|7033
96.83|7741|7955
155.6|10860|11199
87.1|7385|7614
103.75|7039|7393
127.64|9745|10105
97.27|6620|6973
57.02|3622|3982
91.62|6488|6842
93.76|6256|6608
7.87|446|405
130.02|13187|13424
125.31|7748|7973
113.24|7226|7583
16.07|1272|1625
28.05|1535|1600
45.08|4695|4864
63.1|4589|4749
98.17|7119|7472
145.21|7980|8186
24.32|1610|1871
25.47|1493|1754
42.66|3746|3837
26.42|1468|1728
32.36|1268|1620
234.42|15045|15202
125.31|8135|8387
232.27|15655|15930
99.08|7758|7981
22.49|1612|1886
56.23|3872|4226
24.66|1374|1637
138.04|8975|9204
65.16|3634|3728
96.38|7246|7487
152.05|8585|8675
63.1|4231|4578
25.94|2036|2136
99.54|7879|8093
133.05|8652|8739
32.81|2627|2951
103.75|8511|8590
63.1|5110|5258
124.74|6925|7271
108.64|8664|8750
46.99|2714|2994
2.82|264|293
159.22|11207|11343
58.61|3444|3529
71.12|4504|4648
98.63|5598|5802
25.94|1542|1601
17.14|2036|1992
45.5|3419|3512
64.86|5894|6230
107.15|8387|8630
71.78|3996|3999
139.32|9141|9277
100.93|7694|7932
28.44|2096|2049
46.77|4028|4131
55.72|4185|4292
83.18|7125|7397
106.66|8377|8620
30.62|2068|2309
54.45|2429|2444
30.34|2760|2805
99.54|7341|7577
112.2|8511|8720
3.61|244|592
11.22|1309|1509
138.04|7461|7806
64.27|7526|7736
71.12|8589|8836
92.47|6954|7297
34.83|2990|3047
111.17|7631|7841
23.33|1849|2096
85.51|4359|4451
43.85|3612|3710
83.95|8101|8308
89.54|4944|5280
28.71|1524|1783
113.76|10189|10400
26.55|1649|1894
77.27|5288|5484
37.33|1708|1950
48.08|3647|3747
108.14|5363|5516
41.11|2714|3058
68.23|3252|3328
59.98|5166|5358
15.14|1372|1597
45.08|4287|4620
170.61|12187|12377
106.17|7527|7757
61.38|4558|4690
118.58|8250|8483
103.75|8081|8302
97.27|6468|6802
71.12|6860|6947
133.66|7030|7369
95.94|7078|7401
34.99|2211|2198
52|2201|2416
48.53|2358|2584
35.65|2054|1993
157.04|11578|11919
47.86|3760|4092
18.2|2247|2465
52|2509|2496
101.39|6746|7080
15.63|1384|1593
34.67|2236|2225
80.17|5264|5453
72.11|4135|4390
127.64|7135|7472
88.72|11433|11769
162.18|9492|9602
124.17|8657|8891
52.24|3676|4003
36.81|2058|1986
99.54|6727|7050
154.88|10324|10528
32.36|2406|2396
39.81|3978|4312
28.84|2255|2212
124.74|6730|7010
99.54|8150|8356
5.81|366|306
58.61|6153|6291
29.24|1858|2046
27.67|1830|2017
88.31|5694|5836
34.04|1985|2091
80.54|6518|6844
143.22|8611|8803
60.26|4633|4956
96.38|5584|5612
80.17|4422|4545
49.89|3431|3447
117.49|8428|8634
76.21|5877|6035
39.63|2352|2323
20.04|1744|1977
38.73|2366|2364
92.9|8690|8877
32.21|2834|2868
29.65|2373|2684
116.95|7920|7893
121.9|9498|9697
115.35|10342|10430
113.76|9097|9242
157.76|9682|9880
38.9|2659|2991
63.68|4551|4672
67.3|4534|4660
19.59|1746|1987
55.98|3333|3647
127.64|9021|9182
229.09|13836|13933
49.2|4423|4749
181.13|9141|9313
27.93|1730|1967
37.33|3397|3403
52|4615|4824
119.67|8649|8829
138.68|8476|8669
26.42|2720|3011
32.66|3216|3522
83.56|5076|5402
35.81|1638|1849
207.97|12591|12722
130.02|9589|9733
102.8|5337|5459
143.88|9229|9362
98.63|5326|5448
29.24|1724|1944
138.68|8587|8653
180.3|9289|9377
109.14|9173|9351
37.33|1687|1913
127.06|8904|9078
102.8|9139|9307
126.47|8362|8535
62.23|6000|6316
127.06|8982|9154
126.47|8756|8928
127.06|9172|9347
18.62|2139|2421
38.73|2860|3131
109.65|8730|8912
36.31|2523|2811
25.82|2095|2369
77.62|6871|7157
51.52|4238|4523
32.51|1994|2266
102.33|6512|6670
130.62|8861|9020
106.17|8926|8974
142.56|12574|12813
181.97|15641|15812
108.14|8793|8975
133.66|6243|6547
75.86|6067|6354
62.23|5580|5586
126.47|8769|8940
143.22|11290|11432
141.25|9168|9243
224.91|14995|15165
323.59|21105|21249
131.22|11230|11371
182.81|16431|16600
73.45|5351|5458
58.34|2451|2359
205.12|13801|13943
205.12|13867|14009
172.98|11304|11444
205.12|12583|12755
176.2|10539|10843
154.88|11111|11252
70.79|6265|6365
27.93|2884|3162
63.68|4730|5045
115.35|9126|9289
169.82|13539|13677
28.58|3192|3474
174.58|13889|14028
43.05|2299|2212
264.24|13224|13354
73.79|4455|4741
205.12|13382|13517
159.96|12859|12994
205.12|13822|13957
206.06|14087|14223
205.12|13594|13730
66.07|5381|5691
53.21|3914|4191
135.52|13720|13854
19.23|1489|1683
107.65|6982|7210
39.45|2483|2430
198.61|13115|13250
19.68|1692|1887
199.53|16662|16786
205.12|13648|13783
201.37|17832|17956
109.14|6881|6951
106.17|5405|5503
141.91|9653|9740
41.5|2956|3223
200.45|16818|16941
77.27|6181|6306
77.98|5714|5703
57.02|3456|3728
200.45|17347|17468
44.26|4411|4715
116.95|4926|5016
199.53|16271|16395
139.96|6986|7275
143.88|10980|10959
71.12|6779|7060
125.89|8952|9132
104.71|9136|9189
150.66|9353|9647
73.79|6312|6437
51.52|3750|4015
109.14|8751|8913
124.74|9849|10154
47.64|3069|3335
118.03|7660|7959
26.42|1921|2126
169.82|12897|13004
70.47|4099|4364
131.83|10045|10168
175.39|9899|9978
202.3|9171|9232
48.08|3204|3465
139.96|9717|9787
26.79|1370|1559
111.69|7495|7790
115.35|7805|8072
108.14|8827|9093
27.67|1899|2122
35.32|2884|3132
6.31|453|754
31.62|1966|2154
49.89|4085|4240
119.67|7339|7635
40.74|2700|2656
167.49|13996|14139
45.5|5765|5849
92.47|12056|12199
152.76|12252|12395
34.83|2318|2570
87.9|5302|5287
190.55|11628|11713
269.15|16860|16916
150.66|9453|9521
27.04|1642|1825
188.8|10176|10234
100.46|8730|8862
115.88|9455|9607
248.89|13600|13722
34.51|1267|1443
37.84|4942|5019
22.7|1240|1419
159.22|10202|10270
58.88|5017|5309
29.65|1464|1641
177.83|11546|11835
154.88|6734|6799
85.11|5442|5732
25|1764|1940
14.72|832|745
72.11|6709|6837
86.3|6906|7034
182.81|12187|12273
59.16|4119|4401
50.82|3280|3196
90.36|5599|5867
149.97|10058|10193
277.97|17837|17875
0.07|-78|-222
53.46|3679|3604
119.12|9530|9578
25.7|1826|2045
17.38|932|834
25.82|2087|2261
133.05|9558|9694
70.47|8611|8780
207.01|13549|13692
29.92|1757|1924
55.72|3580|3490
126.47|8402|8529
185.35|11346|11614
207.01|13432|13574
155.6|11347|11501
154.88|10577|10731
39.45|2643|2530
155.6|10829|10983
51.52|3385|3619
35.97|2858|3128
86.7|4810|4886
26.42|2041|2206
230.14|12025|12103
17.3|1966|2247
207.97|13718|13857
155.6|11144|11295
155.6|10823|10973
155.6|11367|11517
27.93|2217|2455
31.33|1960|2179
63.1|5308|5265
155.6|11222|11371
128.23|6759|6810
87.5|6735|6841
3.03|397|679
68.23|4779|4855
237.68|14552|14675
173.78|9717|9762
45.29|2724|2692
66.07|2599|2566
145.21|10160|10212
46.56|3554|3456
232.27|11498|11581
95.94|7472|7745
17.14|830|729
115.35|7830|8105
141.91|9167|9301
141.91|9622|9756
79.8|6500|6617
188.8|11340|11470
122.46|10182|10314
132.43|9357|9489
141.91|10108|10240
153.46|10915|11046
142.56|10366|10497
76.91|6578|6814
145.21|10837|10980
95.06|6320|6579
121.9|10717|10841
135.52|9676|9788
125.31|10795|10918
28.97|2067|2306
67.3|4553|4820
34.51|2503|2740
145.21|10483|10619
145.21|10955|11092
128.82|14077|14215
171.4|9719|9841
147.91|14211|14334
58.61|5302|5245
49.2|3295|3403
155.6|9846|9959
23.55|2239|2473
71.12|9496|9598
30.76|2175|2392
53.7|4278|4538
37.84|2019|2182
33.11|2807|3038
70.15|6713|6934
165.2|15566|15699
107.15|6877|7092
91.62|6908|7125
115.88|7455|7544
27.67|1933|2112
129.42|11873|11988
136.14|9101|9191
133.05|10836|10949
64.57|5086|5346
127.64|6954|7018
190.55|11334|11445
115.35|10319|10433
31.62|1864|1993
119.12|10295|10406
148.59|9912|10024
115.88|10824|10936
128.82|10552|10663
194.98|10151|10261
138.04|10464|10575
144.54|10594|10705
30.76|3622|3854
23.55|2007|2170
124.74|10027|10134
398.11|17667|17671
125.31|10340|10450
74.47|3634|3865
113.24|10060|10167
236.59|9042|9129
82.04|6705|6792
78.7|5081|5338
148.59|10919|11028
30.9|3660|3506
124.74|10268|10381
50.58|3621|3521
146.55|10442|10543
64.86|4477|4540
135.52|11980|12031
145.88|10111|10220
32.21|1945|2047
151.36|10717|10820
25.47|2269|2487
130.62|9753|9854
34.04|2631|2584
39.26|2757|2713
115.35|9607|9607
67.3|5055|5309
12.47|603|453
83.56|6509|6734
170.61|10336|10358
147.91|10138|10160
145.21|9394|9382
168.27|10022|10117
157.76|13098|13179
63.97|5767|5708
82.79|5925|6147
114.29|7041|7241
65.16|4559|4806
106.17|7032|7266
41.88|2826|2969
121.34|6643|6479
64.57|4382|4595
67.3|6724|6558
82.79|6708|6908
118.03|10177|10191
31.62|2820|2952
28.84|825|701
25|1854|1914
72.44|5240|5264
52|3593|3468
50.82|3246|3317
110.15|5943|6031
112.2|9438|9455
37.84|1956|1941
129.42|9572|9557
40.36|3141|3172
127.64|12665|12692
49.66|3254|3321
43.25|1993|2041
37.15|2040|2087
84.33|6480|6666
138.04|10059|10139
205.12|10537|10543
70.79|5862|5789
157.04|12028|12100
147.91|12264|12287
27.8|1497|1588
48.53|2770|2630
28.18|2027|2089
137.4|9898|9884
83.95|5725|5918
231.21|10583|10593
83.56|5878|5931
145.21|10448|10454
60.81|5481|5693
147.91|12673|12692
239.88|15059|15060
50.35|2696|2555
153.46|10313|10381
147.91|12710|12727
65.16|4488|4506
49.66|3186|3049
148.59|13138|13155
37.84|3360|3412
96.38|7015|7192
61.38|3912|4120
119.67|7995|8016
203.24|9932|10047
51.52|4158|4200
147.23|10239|10238
234.42|10468|10475
120.78|9903|9888
26.92|1950|2053
154.17|6981|6984
153.46|10517|10570
95.94|9624|9603
19.5|1187|1231
128.23|10122|10294
141.25|10406|10461
35.32|2032|2074
98.63|6488|6572
149.28|9638|9597
50.35|4474|4702
216.77|10367|10419
93.33|5663|5852
205.12|10693|10751
130.62|9571|9532
82.04|4121|3981
81.28|3590|3673
168.27|12493|12556
135.52|8914|9102
158.49|10106|10096
105.68|7005|6999
164.44|9617|9587
83.95|4545|4553
29.65|1467|1535
66.68|5590|5642
25.82|1571|1656
128.23|10586|10631
174.58|9740|9699
124.17|8961|9060
199.53|12641|12644
235.5|16378|16336
139.96|9576|9559
205.12|12641|12624
25.47|2489|2733
37.84|2735|2981
57.02|2281|2280
130.62|8692|8708
60.81|4285|4346
64.27|2299|2273
28.84|2224|2293
158.49|9487|9488
47.86|4891|4893
49.2|4428|4645
129.42|7269|7435
94.19|8390|8490
41.5|3928|3936
107.15|9530|9523
81.66|4484|4529
84.72|7424|7409
86.3|7904|7897
18.97|1017|852
132.43|9711|9693
194.09|12889|12874
72.11|4561|4592
113.24|9725|9705
160.69|11107|10930
60.53|4763|4675
154.88|8670|8848
69.5|5657|5827
105.2|10621|10652
237.68|10607|10638
127.64|10078|9986
177.83|14425|14426
76.21|10440|10470
21.09|2086|2163
177.83|13993|13994
65.16|5673|5662
226.99|12103|12135
127.64|10244|10149
161.44|9867|9840
86.3|6611|6574
131.22|10314|10348
71.12|5705|5902
69.82|4808|4814
134.28|9746|9736
30.34|1861|1909
70.79|5984|5864
55.72|4835|4841
125.31|9514|9511
140.6|10587|10591
141.25|11214|11218
113.24|10720|10724
188.8|11579|11581
177.01|13722|13717
154.88|13914|13890
218.78|10477|10492
38.9|2270|2267
164.44|10679|10686
143.22|8323|8483
128.23|8931|8920
183.65|10206|10208
323.59|18649|18638
114.82|10795|10795
173.78|10579|10575
112.72|10758|10753
232.27|13292|13284
75.86|10394|10406
64.27|5828|6015
130.02|9530|9444
104.23|11679|11679
197.7|11813|11819
141.25|11128|11127
139.96|9582|9576
135.52|9992|9991
140.6|10672|10670
175.39|9582|9576
28.18|1980|2036
194.09|9753|9727
69.82|5326|5355
198.61|11851|11857
140.6|10349|10345
141.91|11617|11610
140.6|10697|10692
141.91|11976|11969
83.95|7394|7549
128.82|9540|9448
66.07|4131|3918
141.25|11119|11111
77.98|5533|5675
169.82|12633|12634
140.6|10519|10509
105.68|9836|9794
130.02|9450|9346
138.68|11995|11979
195.88|9693|9645
168.27|12449|12455
130.02|10625|10608
79.07|10279|10294
130.02|10788|10771
131.22|10168|10157
134.28|13707|13694
115.35|10741|10725
105.68|9640|9596
64.27|4725|4722
105.68|9608|9565
130.62|9395|9382
141.25|11002|10992
105.68|9700|9657
141.25|11245|11242
129.42|10032|10013
65.77|4729|4727
129.42|9961|9943
106.17|10364|10321
152.05|10093|10074
129.42|9479|9461
123.59|10527|10510
166.72|12344|12326
105.2|9219|9176
159.22|11181|11162
134.28|13673|13659
133.66|13327|13313
130.62|11425|11404
130.62|11536|11515
180.3|10312|10292
128.82|12105|12067
130.02|11295|11275
130.02|10754|10733
191.43|12245|12258
197.7|10539|10521
130.02|10546|10526
131.22|12056|12035
133.05|12398|12387
105.68|9836|9790
61.66|4556|4521
178.65|10831|10809
205.12|11240|11218
172.98|11692|11668
130.62|11493|11469
171.4|11180|11157
134.9|10136|10117
130.62|11165|11142
140.6|10244|10228
132.43|12155|12142
133.66|13316|13303
131.22|12147|12126
205.12|11568|11546
131.22|11848|11826
71.12|3361|3363
121.34|11353|11332
134.9|11588|11565
158.49|10937|10913
175.39|11928|11914
61.94|4457|4416
131.22|11741|11715
40.36|2926|2944
101.86|5102|5110
114.82|7916|7885
130.62|11278|11252
76.56|4974|4978
55.72|3458|3424
172.98|11677|11656
23.23|1446|1463
101.39|7094|7234
78.7|4931|4929
139.32|10732|10710
130.02|9538|9494
132.43|9219|9122
149.97|9852|9797
76.21|4331|4481
47.86|3434|3396
133.05|9960|9912
229.09|10715|10703
152.76|10034|9908
167.49|10098|10049
65.16|4738|4713
136.77|10322|10315
178.65|9693|9624
166.72|10811|10797
162.93|9178|9102
141.25|10256|10229
47.42|3987|3877
141.91|10557|10541
158.49|9744|9688
240.99|16254|16173
238.78|15149|15068
103.75|9774|9693
68.55|4043|3930
103.75|9694|9613
133.66|9487|9607
79.43|9436|9343
169.82|15485|15398
169.82|14990|14903
108.14|9521|9429
187.93|9796|9695
161.44|9205|9181
34.36|2101|2136
184.5|10318|10232
126.47|9890|9768
37.84|2428|2382
115.35|6809|6715
117.49|9618|9522
117.49|8526|8415
126.47|9238|9266
128.82|8809|8700
129.42|9341|9232
128.82|9094|8983
129.42|9158|9101
129.42|9475|9363
127.06|9638|9579
42.07|3635|3777
128.82|8847|8735
61.09|4404|4340
24.32|1531|1525
128.82|8829|8711
130.02|8846|8839
43.85|3238|3461
5.86|475|685
20.8|1626|1652
176.2|14873|14789
175.39|10209|10169
146.55|9793|9656
277.97|17106|17000
123.03|9167|9032
72.11|5077|5042
128.23|9182|9045
217.77|14624|14518
94.62|7763|7744
147.23|10412|10384
141.91|8758|8713
87.1|8866|8722
131.83|9231|9090
119.12|8892|8834
27.8|2601|2434
123.59|9881|9738
105.2|10240|10095
81.66|5073|5033
109.65|9088|8946
79.8|4744|4684
107.65|10287|10145
91.2|5057|5010
161.44|11120|11037
123.59|10046|9904
121.34|8749|8690
111.17|9693|9545
94.62|8188|8044
100.93|9020|8877
80.54|5718|5729
121.9|8021|7876
103.28|9508|9364
124.74|8904|8761
120.23|9806|9663
133.66|7984|7839
74.47|9410|9328
188.8|9493|9348
125.89|8941|8796
